onlyoffice google translate 6.2.2.43 for document server,[onlyoffice](cpe_vendor) [google translate](cpe_product) [6.2.2.43](cpe_version) for document server
uaparser user agent parser-core 0.6.3,[uaparser](cpe_vendor) [user agent parser-core](cpe_product) [0.6.3](cpe_version)
razer synapse 2.21.00.830,[razer](cpe_vendor) [synapse](cpe_product) [2.21.00.830](cpe_version)
cisco sg300-28pp firmware 1.4.7,[cisco](cpe_vendor) [sg300-28pp firmware](cpe_product) [1.4.7](cpe_version)
polycom realpresence cloudaxis suite 1.2.1,[polycom](cpe_vendor) [realpresence cloudaxis suite](cpe_product) [1.2.1](cpe_version)
fujitsu interstage application server 9.3.1 enterprise edition on x64,[fujitsu](cpe_vendor) [interstage application server](cpe_product) [9.3.1](cpe_version) enterprise edition on x64
neo4j-contrib neo4j-apoc-procedures 3.5.0.14,[neo4j-contrib](cpe_vendor) [neo4j-apoc-procedures](cpe_product) [3.5.0.14](cpe_version)
vmware tools 8.0.3.19531,[vmware](cpe_vendor) [tools](cpe_product) [8.0.3.19531](cpe_version)
collectiveaccess pawtucket 1.3,[collectiveaccess](cpe_vendor) [pawtucket](cpe_product) [1.3](cpe_version)
apache software foundation ant 1.9.7,[apache](cpe_vendor) software foundation [ant](cpe_product) [1.9.7](cpe_version)
wpgmaps wp google maps 6.4.05 wordpress,[wpgmaps](cpe_vendor) [wp google maps](cpe_product) [6.4.05](cpe_version) wordpress
uncannyowl uncanny groups for learndash 3.5.2,[uncannyowl](cpe_vendor) [uncanny groups for learndash](cpe_product) [3.5.2](cpe_version)
bestwebsoft gallery 2.12 for wordpress,[bestwebsoft](cpe_vendor) [gallery](cpe_product) [2.12](cpe_version) for wordpress
ibm daeja viewone 4.1.5.1 standard edition,[ibm](cpe_vendor) [daeja viewone](cpe_product) [4.1.5.1](cpe_version) standard edition
cisofy lynis 2.5.4,[cisofy](cpe_vendor) [lynis](cpe_product) [2.5.4](cpe_version)
automattic wp super cache 0.4 for wordpress,[automattic](cpe_vendor) [wp super cache](cpe_product) [0.4](cpe_version) for wordpress
nashtech easy php calendar 7.0.04,[nashtech](cpe_vendor) [easy php calendar](cpe_product) [7.0.04](cpe_version)
adobe digital editions 4.5.4,[adobe](cpe_vendor) [digital editions](cpe_product) [4.5.4](cpe_version)
allegrosoft rompager 4.51,[allegrosoft](cpe_vendor) [rompager](cpe_product) [4.51](cpe_version)
colossusxt colossuscoinxt 0.3.23 release candidate 1,[colossusxt](cpe_vendor) [colossuscoinxt](cpe_product) [0.3.23](cpe_version) release candidate 1
northwestern timelinejs 3.1.12,[northwestern](cpe_vendor) [timelinejs](cpe_product) [3.1.12](cpe_version)
tibco managed file transfer internet server 7.2.0,[tibco](cpe_vendor) [managed file transfer internet server](cpe_product) [7.2.0](cpe_version)
alfresco community share 14.1,[alfresco](cpe_vendor) [community share](cpe_product) [14.1](cpe_version)
opswat metadefender 4.12.1,[opswat](cpe_vendor) [metadefender](cpe_product) [4.12.1](cpe_version)
mongodb ops manager 4.2.9,[mongodb](cpe_vendor) [ops manager](cpe_product) [4.2.9](cpe_version)
nec infocage siteshell 2.1.1.6 for apache windows,[nec](cpe_vendor) [infocage siteshell](cpe_product) [2.1.1.6](cpe_version) for apache windows
oracle retail point-of-service 6.0.11,[oracle](cpe_vendor) [retail point-of-service](cpe_product) [6.0.11](cpe_version)
piriform ccleaner 4.04.4197,[piriform](cpe_vendor) [ccleaner](cpe_product) [4.04.4197](cpe_version)
xtermjs xterm.js 0.33,[xtermjs](cpe_vendor) [xterm.js](cpe_product) [0.33](cpe_version)
ibm security appscan 9.0.3.5 enterprise edition,[ibm](cpe_vendor) [security appscan](cpe_product) [9.0.3.5](cpe_version) enterprise edition
eaton intelligent power protector 1.68,[eaton](cpe_vendor) [intelligent power protector](cpe_product) [1.68](cpe_version)
nextscripts social networks auto poster 3.4.1 for wordpress,[nextscripts](cpe_vendor) [social networks auto poster](cpe_product) [3.4.1](cpe_version) for wordpress
oracle weblogic server 7.0 service pack 5 for apache,[oracle](cpe_vendor) [weblogic server](cpe_product) [7.0](cpe_version) service pack 5 for apache
360 safe router p1 firmware 2.0.61.58897,[360](cpe_vendor) [safe router p1 firmware](cpe_product) [2.0.61.58897](cpe_version)
atlassian sourcetree 1.9.6 for windows,[atlassian](cpe_vendor) [sourcetree](cpe_product) [1.9.6](cpe_version) for windows
jfrog artifactory 2.12.1 for jenkins,[jfrog](cpe_vendor) [artifactory](cpe_product) [2.12.1](cpe_version) for jenkins
siemens simatic pc547g firmware r1.14.0,[siemens](cpe_vendor) [simatic pc547g firmware](cpe_product) [r1.14.0](cpe_version)
1kxun qianxun yingshi (com.qianxun.yingshi) application 1.3.4,[1kxun](cpe_vendor) [qianxun yingshi](cpe_product) (com.qianxun.yingshi) application [1.3.4](cpe_version)
smithmicro vzaccess manager 7.2.7.1,[smithmicro](cpe_vendor) [vzaccess manager](cpe_product) [7.2.7.1](cpe_version)
lexmark m5170 firmware lw71.dn7.p229,[lexmark](cpe_vendor) [m5170 firmware](cpe_product) [lw71.dn7.p229](cpe_version)
petersplugins link log 2.3 for wordpress,[petersplugins](cpe_vendor) [link log](cpe_product) [2.3](cpe_version) for wordpress
novell suse linux enterprise desktop 11 service pack 1,[novell](cpe_vendor) [suse linux](cpe_product) enterprise desktop [11](cpe_version) service pack 1
rogersmedia citytv video 3.15 for iphone os,[rogersmedia](cpe_vendor) [citytv video](cpe_product) [3.15](cpe_version) for iphone os
opentext tempo box 10.0.3,[opentext](cpe_vendor) [tempo box](cpe_product) [10.0.3](cpe_version)
facebook react-dev-utils 3.4.2,[facebook](cpe_vendor) [react-dev-utils](cpe_product) [3.4.2](cpe_version)
crisp live chat 0.33 for wordpress,[crisp](cpe_vendor) [live chat](cpe_product) [0.33](cpe_version) for wordpress
tinycouch tiny password (com.tinycouch.android.freepassword) application 1.01 for android,[tinycouch](cpe_vendor) [tiny password](cpe_product) (com.tinycouch.android.freepassword) application [1.01](cpe_version) for android
cisco amp threat grid appliance 2.1.6,[cisco](cpe_vendor) [amp threat grid appliance](cpe_product) [2.1.6](cpe_version)
jenkins xebialabs xl deploy 3.9.7 for jenkins,[jenkins](cpe_vendor) [xebialabs xl deploy](cpe_product) [3.9.7](cpe_version) for jenkins
liquidware flexapp 6.5.9.6136,[liquidware](cpe_vendor) [flexapp](cpe_product) [6.5.9.6136](cpe_version)
quest toad group policy manager freeware 10.0.0.33,[quest](cpe_vendor) [toad group policy manager](cpe_product) freeware [10.0.0.33](cpe_version)
cure53 dompurify 0.6.0,[cure53](cpe_vendor) [dompurify](cpe_product) [0.6.0](cpe_version)
ampforwp accelerated mobile pages 1.0.65 for wordpress,[ampforwp](cpe_vendor) [accelerated mobile pages](cpe_product) [1.0.65](cpe_version) for wordpress
cisco spa502g firmware 7.5.5b,[cisco](cpe_vendor) [spa502g firmware](cpe_product) [7.5.5b](cpe_version)
palm blazer 4.0,[palm](cpe_vendor) [blazer](cpe_product) [4.0](cpe_version)
patsatech sagepay server gateway for woocommerce 1.0.0 for wordpress,[patsatech](cpe_vendor) [sagepay server gateway for woocommerce](cpe_product) [1.0.0](cpe_version) for wordpress
signalsciences service broker 1.0.0 for pivotal cloud foundry,[signalsciences](cpe_vendor) [service broker](cpe_product) [1.0.0](cpe_version) for pivotal cloud foundry
get-simple getsimple cms 3.1,[get-simple](cpe_vendor) [getsimple cms](cpe_product) [3.1](cpe_version)
siemens simatic s7-1500s cpu firmware 2.0,[siemens](cpe_vendor) [simatic s7-1500s cpu firmware](cpe_product) [2.0](cpe_version)
siemens simatic wincc runtime advanced 15.1 update 5,[siemens](cpe_vendor) [simatic wincc runtime advanced](cpe_product) [15.1](cpe_version) update 5
webtorrent bittorrent-dht 3.2.1 for node.js,[webtorrent](cpe_vendor) [bittorrent-dht](cpe_product) [3.2.1](cpe_version) for node.js
joomunited wp latest posts 4.5.0 for wordpress,[joomunited](cpe_vendor) [wp latest posts](cpe_product) [4.5.0](cpe_version) for wordpress
vercel next.js 2.0.0 beta 9 for node.js,[vercel](cpe_vendor) [next.js](cpe_product) [2.0.0](cpe_version) beta 9 for node.js
panasonic control fpwin pro 6.414,[panasonic](cpe_vendor) [control fpwin pro](cpe_product) [6.414](cpe_version)
mapfish print 3.14.0,[mapfish](cpe_vendor) [print](cpe_product) [3.14.0](cpe_version)
parity libsecp256k1 0.3.4 for rust,[parity](cpe_vendor) [libsecp256k1](cpe_product) [0.3.4](cpe_version) for rust
google chrome 77.0.3865.11,[google](cpe_vendor) [chrome](cpe_product) [77.0.3865.11](cpe_version)
zeesweb splash header 1.14.0 for wordpress,[zeesweb](cpe_vendor) [splash header](cpe_product) [1.14.0](cpe_version) for wordpress
intranda goobi viewer core 3.4.7,[intranda](cpe_vendor) [goobi viewer core](cpe_product) [3.4.7](cpe_version)
mobatek mobaxterm 10.8 home edition,[mobatek](cpe_vendor) [mobaxterm](cpe_product) [10.8](cpe_version) home edition
embedplus youtube 11.8 for wordpress,[embedplus](cpe_vendor) [youtube](cpe_product) [11.8](cpe_version) for wordpress
systransoft pure neural server 9.7.0,[systransoft](cpe_vendor) [pure neural server](cpe_product) [9.7.0](cpe_version)
x2engine x2crm 4.0,[x2engine](cpe_vendor) [x2crm](cpe_product) [4.0](cpe_version)
mageme webforms pro m2 2.9.10,[mageme](cpe_vendor) [webforms pro m2](cpe_product) [2.9.10](cpe_version)
crudlab wp like button 1.4.5 for wordpress,[crudlab](cpe_vendor) [wp like button](cpe_product) [1.4.5](cpe_version) for wordpress
embedplus youtube 11.6 for wordpress,[embedplus](cpe_vendor) [youtube](cpe_product) [11.6](cpe_version) for wordpress
spirton universal media server (ums) 7.0.1,[spirton](cpe_vendor) [universal media server](cpe_product) (ums) [7.0.1](cpe_version)
microsoft azure active directory connect provisioning agent 1.1.582.0,[microsoft](cpe_vendor) [azure active directory connect provisioning agent](cpe_product) [1.1.582.0](cpe_version)
ati catalyst control center utility 2010.211.1740.31663 (x64) 64-bit,[ati](cpe_vendor) [catalyst control center utility](cpe_product) [2010.211.1740.31663](cpe_version) (x64) 64-bit
xerox workcentre 5955 firmware 073.091.086.15410,[xerox](cpe_vendor) [workcentre 5955 firmware](cpe_product) [073.091.086.15410](cpe_version)
arcserve udp 6.5 update 4,[arcserve](cpe_vendor) [udp](cpe_product) [6.5](cpe_version) update 4
icon loopchain 2.1.2,[icon](cpe_vendor) [loopchain](cpe_product) [2.1.2](cpe_version)
matrix element 0.17.1 web edition,[matrix](cpe_vendor) [element](cpe_product) [0.17.1](cpe_version) web edition
sonicwall sonicos 6.2.7.10-3n,[sonicwall](cpe_vendor) [sonicos](cpe_product) [6.2.7.10-3n](cpe_version)
ptc thingworx platform 8.4.2,[ptc](cpe_vendor) [thingworx platform](cpe_product) [8.4.2](cpe_version)
cisco asa 5580 firmware 009.009,[cisco](cpe_vendor) [asa 5580 firmware](cpe_product) [009.009](cpe_version)
tammersoft shared files 1.6.39 for wordpress,[tammersoft](cpe_vendor) [shared files](cpe_product) [1.6.39](cpe_version) for wordpress
cyberark identity 19.4,[cyberark](cpe_vendor) [identity](cpe_product) [19.4](cpe_version)
gaku tablacus explorer 20.7.10,[gaku](cpe_vendor) [tablacus explorer](cpe_product) [20.7.10](cpe_version)
ibm system x3650 m4 hd firmware 7.20,[ibm](cpe_vendor) [system x3650 m4 hd firmware](cpe_product) [7.20](cpe_version)
moo0 system monitor 1.22,[moo0](cpe_vendor) [system monitor](cpe_product) [1.22](cpe_version)
apache software foundation cordova 3.1.0 for android,[apache](cpe_vendor) software foundation [cordova](cpe_product) [3.1.0](cpe_version) for android
anuko time tracker 1.18.53.4834,[anuko](cpe_vendor) [time tracker](cpe_product) [1.18.53.4834](cpe_version)
juniper junos 19.4 r3,[juniper](cpe_vendor) [junos](cpe_product) [19.4](cpe_version) r3
npr pym.js 1.1.0,[npr](cpe_vendor) [pym.js](cpe_product) [1.1.0](cpe_version)
nih (not invented here) libzip 0.8,[nih](cpe_vendor) (not invented here) [libzip](cpe_product) [0.8](cpe_version)
techytalk quick chat 1.22 for wordpress,[techytalk](cpe_vendor) [quick chat](cpe_product) [1.22](cpe_version) for wordpress
oracle graalvm 19.3.5 enterprise edition,[oracle](cpe_vendor) [graalvm](cpe_product) [19.3.5](cpe_version) enterprise edition
inboundwp calls to action 1.1.1 for wordpress,[inboundwp](cpe_vendor) [calls to action](cpe_product) [1.1.1](cpe_version) for wordpress
f5 big-ip ssl orchestrator (sslo) 15.1.2,[f5](cpe_vendor) [big-ip ssl orchestrator](cpe_product) (sslo) [15.1.2](cpe_version)
tumbleweed desktop validator 4.11,[tumbleweed](cpe_vendor) [desktop validator](cpe_product) [4.11](cpe_version)
ellislab expressionengine 5.1.1,[ellislab](cpe_vendor) [expressionengine](cpe_product) [5.1.1](cpe_version)
inboundwp calls to action 2.7.7 for wordpress,[inboundwp](cpe_vendor) [calls to action](cpe_product) [2.7.7](cpe_version) for wordpress
intel graphics driver 20.19.15.4835,[intel](cpe_vendor) [graphics driver](cpe_product) [20.19.15.4835](cpe_version)
jenkins cloudbees cd 1.1.21 for jenkins,[jenkins](cpe_vendor) [cloudbees cd](cpe_product) [1.1.21](cpe_version) for jenkins
dovecot pigeonhole 0.4.17 release candidate 1,[dovecot](cpe_vendor) [pigeonhole](cpe_product) [0.4.17](cpe_version) release candidate 1
intesync solismed 3.3 service pack 1,[intesync](cpe_vendor) [solismed](cpe_product) [3.3](cpe_version) service pack 1
thephpleague flysystem 1.0.58,[thephpleague](cpe_vendor) [flysystem](cpe_product) [1.0.58](cpe_version)
kriesi enfold 4.8.4 for wordpress,[kriesi](cpe_vendor) [enfold](cpe_product) [4.8.4](cpe_version) for wordpress
gnome glib 2.60.0,[gnome](cpe_vendor) [glib](cpe_product) [2.60.0](cpe_version)
tricentis tosca 8.1.1,[tricentis](cpe_vendor) [tosca](cpe_product) [8.1.1](cpe_version)
presstigers simple job board 2.9.5 for wordpress,[presstigers](cpe_vendor) [simple job board](cpe_product) [2.9.5](cpe_version) for wordpress
posimyth innovations the plus addons for elementor 1.3.0 pro edition for wordpress,[posimyth](cpe_vendor) innovations [the plus addons for elementor](cpe_product) [1.3.0](cpe_version) pro edition for wordpress
getgrav grav-plugin-admin 1.8.10,[getgrav](cpe_vendor) [grav-plugin-admin](cpe_product) [1.8.10](cpe_version)
intel mwmi 9.3.0,[intel](cpe_vendor) [mwmi](cpe_product) [9.3.0](cpe_version)
pediapress mwlib 0.9.10,[pediapress](cpe_vendor) [mwlib](cpe_product) [0.9.10](cpe_version)
pryopus memtester 4.0.1,[pryopus](cpe_vendor) [memtester](cpe_product) [4.0.1](cpe_version)
ifw8 fr5-e firmware 4.31,[ifw8](cpe_vendor) [fr5-e firmware](cpe_product) [4.31](cpe_version)
wpshopstyling wp ecommerce shop styling plugin for wordpress (wp-ecommerce-shop-styling) 1.2,[wpshopstyling](cpe_vendor) wp ecommerce shop styling plugin for wordpress ([wp-ecommerce-shop-styling](cpe_product)) [1.2](cpe_version)
moxa oncell g3470a-lte-eu firmware 1.6,[moxa](cpe_vendor) [oncell g3470a-lte-eu firmware](cpe_product) [1.6](cpe_version)
yamaha rt80i 2.02.40,[yamaha](cpe_vendor) [rt80i](cpe_product) [2.02.40](cpe_version)
wems enterprise manager 2.55.8806,[wems](cpe_vendor) [enterprise manager](cpe_product) [2.55.8806](cpe_version)
hapi inert 2.1.3 for node.js,[hapi](cpe_vendor) [inert](cpe_product) [2.1.3](cpe_version) for node.js
atlassian crucible 1.5.4,[atlassian](cpe_vendor) [crucible](cpe_product) [1.5.4](cpe_version)
kyzer libmspack 1.9,[kyzer](cpe_vendor) [libmspack](cpe_product) [1.9](cpe_version)
nisuta ns-wir150ne firmware 5.07.41,[nisuta](cpe_vendor) [ns-wir150ne firmware](cpe_product) [5.07.41](cpe_version)
nintex k2 for sharepoint 4.6.7,[nintex](cpe_vendor) [k2 for sharepoint](cpe_product) [4.6.7](cpe_version)
the apache software foundation jclouds 2.2.0 release candidate 1,the [apache](cpe_vendor) software foundation [jclouds](cpe_product) [2.2.0](cpe_version) release candidate 1
xtermjs xterm.js 3.0.0,[xtermjs](cpe_vendor) [xterm.js](cpe_product) [3.0.0](cpe_version)
mobileiron enterprise connector 10.4.0.3,[mobileiron](cpe_vendor) [enterprise connector](cpe_product) [10.4.0.3](cpe_version)
jupyter oauthenticator 0.7.3,[jupyter](cpe_vendor) [oauthenticator](cpe_product) [0.7.3](cpe_version)
ionic identity vault 5.0.3,[ionic](cpe_vendor) [identity vault](cpe_product) [5.0.3](cpe_version)
nextcloud group folders 4.1.0,[nextcloud](cpe_vendor) [group folders](cpe_product) [4.1.0](cpe_version)
vmware cloud foundation 2.1.3a,[vmware](cpe_vendor) [cloud foundation](cpe_product) [2.1.3a](cpe_version)
digium asterisk 13.17.1,[digium](cpe_vendor) [asterisk](cpe_product) [13.17.1](cpe_version)
12net login rebuilder (login_rebuilder) for wordpress 1.2.1,[12net](cpe_vendor) [login rebuilder](cpe_product) (login_rebuilder) for wordpress [1.2.1](cpe_version)
support-project knowledge 0.5.1 pre 2,[support-project](cpe_vendor) [knowledge](cpe_product) [0.5.1](cpe_version) pre 2
aki-null yorufukurou (nightowl) 2.10,[aki-null](cpe_vendor) [yorufukurou](cpe_product) (nightowl) [2.10](cpe_version)
intel intel express 550t firmware 2.63,intel [intel](cpe_vendor) [express 550t](cpe_product) firmware [2.63](cpe_version)
tuxfamily chrony 1.19.99.1,[tuxfamily](cpe_vendor) [chrony](cpe_product) [1.19.99.1](cpe_version)
nystudio107 seomatic 3.1.2 for craft cms,[nystudio107](cpe_vendor) [seomatic](cpe_product) [3.1.2](cpe_version) for craft cms
wedevs happy addons for elementor 2.13.3 for wordpress,[wedevs](cpe_vendor) [happy addons for elementor](cpe_product) [2.13.3](cpe_version) for wordpress
prismjs previewers 1.8.4 for prismjs,[prismjs](cpe_vendor) [previewers](cpe_product) [1.8.4](cpe_version) for prismjs
hms-networks ecatcher 4.0.0,[hms-networks](cpe_vendor) [ecatcher](cpe_product) [4.0.0](cpe_version)
gigamon gigavue 5.4.04,[gigamon](cpe_vendor) [gigavue](cpe_product) [5.4.04](cpe_version)
hakobaito branca 0.9.0 for rust,[hakobaito](cpe_vendor) [branca](cpe_product) [0.9.0](cpe_version) for rust
pediapress mwlib 0.9.8,[pediapress](cpe_vendor) [mwlib](cpe_product) [0.9.8](cpe_version)
dlitz pycrypto 2.1.0,[dlitz](cpe_vendor) [pycrypto](cpe_product) [2.1.0](cpe_version)
gchq stroom 6.0 beta 11,[gchq](cpe_vendor) [stroom](cpe_product) [6.0](cpe_version) beta 11
metagauss registrationmagic 4.6.1.2 for wordpress,[metagauss](cpe_vendor) [registrationmagic](cpe_product) [4.6.1.2](cpe_version) for wordpress
horms perdition 0.1.0,[horms](cpe_vendor) [perdition](cpe_product) [0.1.0](cpe_version)
webtorrent bittorrent-dht 2.3.1 for node.js,[webtorrent](cpe_vendor) [bittorrent-dht](cpe_product) [2.3.1](cpe_version) for node.js
sophos web appliance 4.0.4.2,[sophos](cpe_vendor) [web appliance](cpe_product) [4.0.4.2](cpe_version)
bandisoft ark library 2.0,[bandisoft](cpe_vendor) [ark library](cpe_product) [2.0](cpe_version)
netgen tags bundle 2.1.1,[netgen](cpe_vendor) [tags bundle](cpe_product) [2.1.1](cpe_version)
fortinet fortiwlc 8.0.6,[fortinet](cpe_vendor) [fortiwlc](cpe_product) [8.0.6](cpe_version)
smartbear soapui 5.2,[smartbear](cpe_vendor) [soapui](cpe_product) [5.2](cpe_version)
eclipse jgit 4.9.6,[eclipse](cpe_vendor) [jgit](cpe_product) [4.9.6](cpe_version)
teamlead pdf-light-viewer 1.3.23 for wordpress,[teamlead](cpe_vendor) [pdf-light-viewer](cpe_product) [1.3.23](cpe_version) for wordpress
x.org x server 1.14.3,[x.org](cpe_vendor) [x server](cpe_product) [1.14.3](cpe_version)
boldgrid w3 total cache 0.9.2.8 for wordpress,[boldgrid](cpe_vendor) [w3 total cache](cpe_product) [0.9.2.8](cpe_version) for wordpress
chartjs chart.js 3.0.0 beta 6 for node.js,[chartjs](cpe_vendor) [chart.js](cpe_product) [3.0.0](cpe_version) beta 6 for node.js
nextauth.js next-auth 1.8.5 for node.js,[nextauth.js](cpe_vendor) [next-auth](cpe_product) [1.8.5](cpe_version) for node.js
sysprogs wincdemu 3.6,[sysprogs](cpe_vendor) [wincdemu](cpe_product) [3.6](cpe_version)
apperta openeyes 1.7.5,[apperta](cpe_vendor) [openeyes](cpe_product) [1.7.5](cpe_version)
riot.js riot-compiler 3.0.0 for node.js,[riot.js](cpe_vendor) [riot-compiler](cpe_product) [3.0.0](cpe_version) for node.js
wpkube subscribe to comments reloaded 160106 for wordpress,[wpkube](cpe_vendor) [subscribe to comments reloaded](cpe_product) [160106](cpe_version) for wordpress
intel nuc 10 performance mini pc nuc10i5fnhca firmware fncml.0050,[intel](cpe_vendor) [nuc 10 performance mini pc nuc10i5fnhca firmware](cpe_product) [fncml.0050](cpe_version)
gecad technologies axigen mail server 3.0.1,[gecad](cpe_vendor) technologies [axigen mail server](cpe_product) [3.0.1](cpe_version)
cozmoslabs user profile picture 2.1.2 for wordpress,[cozmoslabs](cpe_vendor) [user profile picture](cpe_product) [2.1.2](cpe_version) for wordpress
apache software foundation groovy 1.7.7,[apache](cpe_vendor) software foundation [groovy](cpe_product) [1.7.7](cpe_version)
netsarang xmanager enterprise beta 4.0.165,[netsarang](cpe_vendor) [xmanager](cpe_product) enterprise beta [4.0.165](cpe_version)
opennms meridian 2018.1.22-1,[opennms](cpe_vendor) [meridian](cpe_product) [2018.1.22-1](cpe_version)
zimbra collaboration server 8.7.11 patch 3,[zimbra](cpe_vendor) [collaboration server](cpe_product) [8.7.11](cpe_version) patch 3
divx codec 6.8.4,[divx](cpe_vendor) [codec](cpe_product) [6.8.4](cpe_version)
red5 media server 1.0.10 milestone 1,[red5](cpe_vendor) [media server](cpe_product) [1.0.10](cpe_version) milestone 1
powerdns authoritative server 4.4.3,[powerdns](cpe_vendor) [authoritative server](cpe_product) [4.4.3](cpe_version)
teracue enc-400 hdmi firmware 2.56,[teracue](cpe_vendor) [enc-400 hdmi firmware](cpe_product) [2.56](cpe_version)
fujifilm apeosport 3560 firmware 1.60.9,[fujifilm](cpe_vendor) [apeosport 3560 firmware](cpe_product) [1.60.9](cpe_version)
rednao smart forms 2.6.66 for wordpress,[rednao](cpe_vendor) [smart forms](cpe_product) [2.6.66](cpe_version) for wordpress
sophos unified threat management (utm) 9.508,[sophos](cpe_vendor) [unified threat management](cpe_product) (utm) [9.508](cpe_version)
filecoin lotus 0.9.0 release candidate 2,[filecoin](cpe_vendor) [lotus](cpe_product) [0.9.0](cpe_version) release candidate 2
cisco ucs director express for big data 3.7.0.0,[cisco](cpe_vendor) [ucs director express for big data](cpe_product) [3.7.0.0](cpe_version)
clusterlabs pacemaker 1.1.19 release candidate 1,[clusterlabs](cpe_vendor) [pacemaker](cpe_product) [1.1.19](cpe_version) release candidate 1
simple better banking 2.48.5 for android,[simple](cpe_vendor) [better banking](cpe_product) [2.48.5](cpe_version) for android
emerson rx3i cpe100 firmware r9.85,[emerson](cpe_vendor) [rx3i cpe100 firmware](cpe_product) [r9.85](cpe_version)
sukimalab online lesson booking 0.7.7 wordpress,[sukimalab](cpe_vendor) [online lesson booking](cpe_product) [0.7.7](cpe_version) wordpress
juniper junos 17.2 r1-s3,[juniper](cpe_vendor) [junos](cpe_product) [17.2](cpe_version) r1-s3
linux acrn 2019w27.3-140000p,[linux](cpe_vendor) [acrn](cpe_product) [2019w27.3-140000p](cpe_version)
yokogawa fcn-500 firmware r3.30,[yokogawa](cpe_vendor) [fcn-500 firmware](cpe_product) [r3.30](cpe_version)
readdle spark 2.0.0.170,[readdle](cpe_vendor) [spark](cpe_product) [2.0.0.170](cpe_version)
amentotech workreap 2.2.2 for wordpress,[amentotech](cpe_vendor) [workreap](cpe_product) [2.2.2](cpe_version) for wordpress
apache software foundation commons compress 1.16,[apache](cpe_vendor) software foundation [commons compress](cpe_product) [1.16](cpe_version)
wp-livechat wp live chat support wp live chat support 8.0.09 for wordpress,[wp-livechat](cpe_vendor) wp live chat support [wp live chat support](cpe_product) [8.0.09](cpe_version) for wordpress
themeboy sportspress 2.6.2 for wordpress,[themeboy](cpe_vendor) [sportspress](cpe_product) [2.6.2](cpe_version) for wordpress
openstack cinder 10.0.7,[openstack](cpe_vendor) [cinder](cpe_product) [10.0.7](cpe_version)
bracketspace advanced cron manager 2.1.2 for wordpress,[bracketspace](cpe_vendor) [advanced cron manager](cpe_product) [2.1.2](cpe_version) for wordpress
psi electronic logbook 1.1.3,[psi](cpe_vendor) [electronic logbook](cpe_product) [1.1.3](cpe_version)
roxio express labeler 3.2.2,[roxio](cpe_vendor) [express labeler](cpe_product) [3.2.2](cpe_version)
std42 elfinder 2.1.13,[std42](cpe_vendor) [elfinder](cpe_product) [2.1.13](cpe_version)
wpeasycart wp easycart for wordpress 2.1.36,[wpeasycart](cpe_vendor) [wp easycart](cpe_product) for wordpress [2.1.36](cpe_version)
realnetworks realplayer sp 1.1.3,[realnetworks](cpe_vendor) [realplayer sp](cpe_product) [1.1.3](cpe_version)
tuxfamily chrony 3.2,[tuxfamily](cpe_vendor) [chrony](cpe_product) [3.2](cpe_version)
liquidware profileunity 5.5.2111,[liquidware](cpe_vendor) [profileunity](cpe_product) [5.5.2111](cpe_version)
eaton intelligent power protector 1.20,[eaton](cpe_vendor) [intelligent power protector](cpe_product) [1.20](cpe_version)
fasterxml jackson-mapper-asl 1.9.2,[fasterxml](cpe_vendor) [jackson-mapper-asl](cpe_product) [1.9.2](cpe_version)
wisetr user email verification for woocommerce 3.1.10 for wordpress,[wisetr](cpe_vendor) [user email verification for woocommerce](cpe_product) [3.1.10](cpe_version) for wordpress
amazee lagoon 1.13.3,[amazee](cpe_vendor) [lagoon](cpe_product) [1.13.3](cpe_version)
stormshield network security 310 firmware 3.0.0,[stormshield](cpe_vendor) [network security 310 firmware](cpe_product) [3.0.0](cpe_version)
pediapress mwlib 0.9.2,[pediapress](cpe_vendor) [mwlib](cpe_product) [0.9.2](cpe_version)
clever saml2-js 0.2.5,[clever](cpe_vendor) [saml2-js](cpe_product) [0.2.5](cpe_version)
10-strike free photo viewer 1.3,[10-strike](cpe_vendor) [free photo viewer](cpe_product) [1.3](cpe_version)
get-simple getsimple cms 3.3.5,[get-simple](cpe_vendor) [getsimple cms](cpe_product) [3.3.5](cpe_version)
apereo phpcas 0.4.16,[apereo](cpe_vendor) [phpcas](cpe_product) [0.4.16](cpe_version)
opensuse libzypp 5.30.23,[opensuse](cpe_vendor) [libzypp](cpe_product) [5.30.23](cpe_version)
jenkins play framework 1.0.1 for jenkins,[jenkins](cpe_vendor) [play framework](cpe_product) [1.0.1](cpe_version) for jenkins
vmware tools 10.0.8,[vmware](cpe_vendor) [tools](cpe_product) [10.0.8](cpe_version)
in2code powermail 3.1.1 for typo3,[in2code](cpe_vendor) [powermail](cpe_product) [3.1.1](cpe_version) for typo3
horde kronolith h4 3.0.6,[horde](cpe_vendor) [kronolith h4](cpe_product) [3.0.6](cpe_version)
gnome glib-networking 2.35.9,[gnome](cpe_vendor) [glib-networking](cpe_product) [2.35.9](cpe_version)
liferay digital experience platform (dxp) 7.0 fix pack 45,[liferay](cpe_vendor) [digital experience platform](cpe_product) (dxp) [7.0](cpe_version) fix pack 45
duraspace dspace 4.8,[duraspace](cpe_vendor) [dspace](cpe_product) [4.8](cpe_version)
emc solutions enabler 8.1,[emc](cpe_vendor) [solutions enabler](cpe_product) [8.1](cpe_version)
